usuario,rival1,rival2,fechaHora,golesRival1,golesRival2
isabel@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,0,1
isabel@demo.com,United States,Paraguay,2026-06-12 19:00,1,2
isabel@demo.com,Qatar,Switzerland,2026-06-13 13:00,1,0
isabel@demo.com,Brazil,Morocco,2026-06-13 16:00,2,2
isabel@demo.com,Haiti,Scotland,2026-06-13 19:00,0,2
isabel@demo.com,Australia,Türkiye,2026-06-13 22:00,2,3
jose@demo.com,Mexico,South Africa,2026-06-11 13:00,1,1
jose@demo.com,South Korea,Czechia,2026-06-11 20:00,3,2
jose@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,1,0
jose@demo.com,United States,Paraguay,2026-06-12 19:00,0,1
jose@demo.com,Qatar,Switzerland,2026-06-13 13:00,0,2
jose@demo.com,Brazil,Morocco,2026-06-13 16:00,3,4
jose@demo.com,Haiti,Scotland,2026-06-13 19:00,2,2
jose@demo.com,Australia,Türkiye,2026-06-13 22:00,3,2
karla@demo.com,Mexico,South Africa,2026-06-11 13:00,3,1
karla@demo.com,South Korea,Czechia,2026-06-11 20:00,2,1
karla@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,0,0
karla@demo.com,United States,Paraguay,2026-06-12 19:00,1,0
karla@demo.com,Qatar,Switzerland,2026-06-13 13:00,0,1
karla@demo.com,Brazil,Morocco,2026-06-13 16:00,4,2
karla@demo.com,Haiti,Scotland,2026-06-13 19:00,1,1
karla@demo.com,Australia,Türkiye,2026-06-13 22:00,2,4
luis@demo.com,Mexico,South Africa,2026-06-11 13:00,2,2
luis@demo.com,South Korea,Czechia,2026-06-11 20:00,2,4
luis@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,0,1
luis@demo.com,United States,Paraguay,2026-06-12 19:00,0,0
luis@demo.com,Qatar,Switzerland,2026-06-13 13:00,1,1
luis@demo.com,Brazil,Morocco,2026-06-13 16:00,3,3
luis@demo.com,Haiti,Scotland,2026-06-13 19:00,1,3
luis@demo.com,Australia,Türkiye,2026-06-13 22:00,4,4
maria@demo.com,Mexico,South Africa,2026-06-11 13:00,4,3
maria@demo.com,South Korea,Czechia,2026-06-11 20:00,0,1
maria@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,2,1
maria@demo.com,United States,Paraguay,2026-06-12 19:00,1,1
maria@demo.com,Qatar,Switzerland,2026-06-13 13:00,0,1
maria@demo.com,Brazil,Morocco,2026-06-13 16:00,4,4
maria@demo.com,Haiti,Scotland,2026-06-13 19:00,2,2
maria@demo.com,Australia,Türkiye,2026-06-13 22:00,3,3
nestor@demo.com,Mexico,South Africa,2026-06-11 13:00,3,2
nestor@demo.com,South Korea,Czechia,2026-06-11 20:00,1,3
nestor@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,0,2
nestor@demo.com,United States,Paraguay,2026-06-12 19:00,0,1
nestor@demo.com,Qatar,Switzerland,2026-06-13 13:00,2,1
nestor@demo.com,Brazil,Morocco,2026-06-13 16:00,4,1
nestor@demo.com,Haiti,Scotland,2026-06-13 19:00,1,2
nestor@demo.com,Australia,Türkiye,2026-06-13 22:00,2,4
olga@demo.com,Mexico,South Africa,2026-06-11 13:00,0,0
olga@demo.com,South Korea,Czechia,2026-06-11 20:00,4,0
olga@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,3,0
olga@demo.com,United States,Paraguay,2026-06-12 19:00,4,0
olga@demo.com,Qatar,Switzerland,2026-06-13 13:00,3,3
olga@demo.com,Brazil,Morocco,2026-06-13 16:00,0,1
olga@demo.com,Haiti,Scotland,2026-06-13 19:00,4,0
olga@demo.com,Australia,Türkiye,2026-06-13 22:00,0,0
pablo@demo.com,Mexico,South Africa,2026-06-11 13:00,1,4
pablo@demo.com,South Korea,Czechia,2026-06-11 20:00,3,0
pablo@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,2,0
pablo@demo.com,United States,Paraguay,2026-06-12 19:00,3,0
pablo@demo.com,Qatar,Switzerland,2026-06-13 13:00,4,2
pablo@demo.com,Brazil,Morocco,2026-06-13 16:00,1,0
pablo@demo.com,Haiti,Scotland,2026-06-13 19:00,3,1
pablo@demo.com,Australia,Türkiye,2026-06-13 22:00,1,1
quenia@demo.com,Mexico,South Africa,2026-06-11 13:00,2,4
quenia@demo.com,South Korea,Czechia,2026-06-11 20:00,4,1
quenia@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,1,4
quenia@demo.com,United States,Paraguay,2026-06-12 19:00,2,3
quenia@demo.com,Qatar,Switzerland,2026-06-13 13:00,3,0
quenia@demo.com,Brazil,Morocco,2026-06-13 16:00,0,2
quenia@demo.com,Haiti,Scotland,2026-06-13 19:00,3,4
quenia@demo.com,Australia,Türkiye,2026-06-13 22:00,0,2
raul@demo.com,Mexico,South Africa,2026-06-11 13:00,0,3
raul@demo.com,South Korea,Czechia,2026-06-11 20:00,1,0
raul@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,4,1
raul@demo.com,United States,Paraguay,2026-06-12 19:00,2,2
raul@demo.com,Qatar,Switzerland,2026-06-13 13:00,2,4
raul@demo.com,Brazil,Morocco,2026-06-13 16:00,2,0
raul@demo.com,Haiti,Scotland,2026-06-13 19:00,0,4
raul@demo.com,Australia,Türkiye,2026-06-13 22:00,1,0
sara@demo.com,Mexico,South Africa,2026-06-11 13:00,1,0
sara@demo.com,South Korea,Czechia,2026-06-11 20:00,0,0
sara@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,4,3
sara@demo.com,United States,Paraguay,2026-06-12 19:00,3,2
sara@demo.com,Qatar,Switzerland,2026-06-13 13:00,2,0
sara@demo.com,Brazil,Morocco,2026-06-13 16:00,1,1
sara@demo.com,Haiti,Scotland,2026-06-13 19:00,2,0
sara@demo.com,Australia,Türkiye,2026-06-13 22:00,0,3
tomas@demo.com,Mexico,South Africa,2026-06-11 13:00,2,0
tomas@demo.com,South Korea,Czechia,2026-06-11 20:00,0,2
tomas@demo.com,Canada,Bosnia-Herzegovina,2026-06-12 13:00,2,2
tomas@demo.com,United States,Paraguay,2026-06-12 19:00,4,2
tomas@demo.com,Qatar,Switzerland,2026-06-13 13:00,3,2
tomas@demo.com,Brazil,Morocco,2026-06-13 16:00,0,3
tomas@demo.com,Haiti,Scotland,2026-06-13 19:00,3,0
tomas@demo.com,Australia,Türkiye,2026-06-13 22:00,1,2
